[2026-04-21 02:02:39 UTC] [0002] 2026-03-23 12:02 C=1.15544 | R_MASTER_RESET
[2026-04-21 02:04:48 UTC] [0224] 2026-03-23 15:44 C=1.16004 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:48 UTC] [0224] 2026-03-23 15:44 C=1.16004 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:48 UTC] [0224] 2026-03-23 15:44 C=1.16004 | HARMONIC_TRAP phi=2.155
[2026-04-21 02:04:48 UTC] [0224] 2026-03-23 15:44 C=1.16004 | KL_FRACTURE score=4.702
[2026-04-21 02:04:48 UTC] [0224] 2026-03-23 15:44 C=1.16004 | TOPO_FRACTURE h1=7.83
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | R_MASTER_RESET
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | FVG BEARISH_FVG eq=1.16073
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | HARMONIC_TRAP phi=2.105
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | KL_FRACTURE score=5.063
[2026-04-21 02:04:49 UTC] [0225] 2026-03-23 15:45 C=1.15983 | TOPO_FRACTURE h1=7.36
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | R_MASTER_RESET
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | HARMONIC_TRAP phi=2.073
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | KL_FRACTURE score=4.610
[2026-04-21 02:04:49 UTC] [0226] 2026-03-23 15:46 C=1.15967 | TOPO_FRACTURE h1=6.94
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | R_MASTER_RESET
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | HARMONIC_TRAP phi=2.050
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | KL_FRACTURE score=4.620
[2026-04-21 02:04:50 UTC] [0227] 2026-03-23 15:47 C=1.15971 | TOPO_FRACTURE h1=6.88
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | R_MASTER_RESET
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | HARMONIC_TRAP phi=2.013
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | KL_FRACTURE score=4.595
[2026-04-21 02:04:50 UTC] [0228] 2026-03-23 15:48 C=1.15989 | TOPO_FRACTURE h1=6.88
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | R_MASTER_RESET
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | HARMONIC_TRAP phi=1.980
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | KL_FRACTURE score=4.585
[2026-04-21 02:04:51 UTC] [0229] 2026-03-23 15:49 C=1.15988 | TOPO_FRACTURE h1=6.45
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | R_MASTER_RESET
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | HARMONIC_TRAP phi=1.938
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | KL_FRACTURE score=4.137
[2026-04-21 02:04:52 UTC] [0230] 2026-03-23 15:50 C=1.15964 | TOPO_FRACTURE h1=6.50
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | R_MASTER_RESET
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | FVG BULLISH_FVG eq=1.16024
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | HARMONIC_TRAP phi=1.899
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | KL_FRACTURE score=2.553
[2026-04-21 02:04:52 UTC] [0231] 2026-03-23 15:51 C=1.15939 | TOPO_FRACTURE h1=6.56
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | R_MASTER_RESET
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | HARMONIC_TRAP phi=1.866
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | KL_FRACTURE score=2.523
[2026-04-21 02:04:53 UTC] [0232] 2026-03-23 15:52 C=1.15890 | TOPO_FRACTURE h1=6.89
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | R_MASTER_RESET
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | HARMONIC_TRAP phi=1.828
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | KL_FRACTURE score=2.494
[2026-04-21 02:04:54 UTC] [0233] 2026-03-23 15:53 C=1.15905 | TOPO_FRACTURE h1=6.95
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | R_MASTER_RESET
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | HARMONIC_TRAP phi=1.799
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | KL_FRACTURE score=3.701
[2026-04-21 02:04:54 UTC] [0234] 2026-03-23 15:54 C=1.15851 | TOPO_FRACTURE h1=7.31
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | R_MASTER_RESET
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | HARMONIC_TRAP phi=1.763
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | KL_FRACTURE score=3.653
[2026-04-21 02:04:55 UTC] [0235] 2026-03-23 15:55 C=1.15893 | TOPO_FRACTURE h1=7.29
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | R_MASTER_RESET
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | HARMONIC_TRAP phi=1.734
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | KL_FRACTURE score=3.639
[2026-04-21 02:04:55 UTC] [0236] 2026-03-23 15:56 C=1.15898 | TOPO_FRACTURE h1=7.00
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | R_MASTER_RESET
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | HARMONIC_TRAP phi=1.698
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | KL_FRACTURE score=3.603
[2026-04-21 02:04:56 UTC] [0237] 2026-03-23 15:57 C=1.15881 | TOPO_FRACTURE h1=7.01
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | R_MASTER_RESET
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | FVG BEARISH_FVG eq=1.15991
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | HARMONIC_TRAP phi=1.671
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | KL_FRACTURE score=3.181
[2026-04-21 02:04:57 UTC] [0238] 2026-03-23 15:58 C=1.15842 | TOPO_FRACTURE h1=7.12
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | R_MASTER_RESET
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | HARMONIC_TRAP phi=1.633
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | KL_FRACTURE score=3.189
[2026-04-21 02:04:57 UTC] [0239] 2026-03-23 15:59 C=1.15859 | TOPO_FRACTURE h1=7.05
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | R_MASTER_RESET
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | HARMONIC_TRAP phi=1.604
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | KL_FRACTURE score=3.189
[2026-04-21 02:04:58 UTC] [0240] 2026-03-23 16:00 C=1.15846 | TOPO_FRACTURE h1=6.58
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | R_MASTER_RESET
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | FVG BEARISH_FVG eq=1.15952
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | HARMONIC_TRAP phi=1.576
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | KL_FRACTURE score=3.175
[2026-04-21 02:04:58 UTC] [0241] 2026-03-23 16:01 C=1.15885 | TOPO_FRACTURE h1=6.27
[2026-04-21 02:04:59 UTC] [0242] 2026-03-23 16:02 C=1.15907 | R_MASTER_RESET
[2026-04-21 02:04:59 UTC] [0242] 2026-03-23 16:02 C=1.15907 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:59 UTC] [0242] 2026-03-23 16:02 C=1.15907 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:04:59 UTC] [0242] 2026-03-23 16:02 C=1.15907 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:04:59 UTC] [0242] 2026-03-23 16:02 C=1.15907 | KL_FRACTURE score=3.172
[2026-04-21 02:04:59 UTC] [0242] 2026-03-23 16:02 C=1.15907 | TOPO_FRACTURE h1=6.41
[2026-04-21 02:04:59 UTC] [0243] 2026-03-23 16:03 C=1.15818 | R_MASTER_RESET
[2026-04-21 02:04:59 UTC] [0243] 2026-03-23 16:03 C=1.15818 | FVG BEARISH_FVG eq=1.15920
[2026-04-21 02:04:59 UTC] [0243] 2026-03-23 16:03 C=1.15818 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:04:59 UTC] [0243] 2026-03-23 16:03 C=1.15818 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:04:59 UTC] [0243] 2026-03-23 16:03 C=1.15818 | KL_FRACTURE score=3.049
[2026-04-21 02:04:59 UTC] [0243] 2026-03-23 16:03 C=1.15818 | TOPO_FRACTURE h1=7.55
[2026-04-21 02:05:00 UTC] [0244] 2026-03-23 16:04 C=1.15812 | R_MASTER_RESET
[2026-04-21 02:05:00 UTC] [0244] 2026-03-23 16:04 C=1.15812 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:05:00 UTC] [0244] 2026-03-23 16:04 C=1.15812 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:00 UTC] [0244] 2026-03-23 16:04 C=1.15812 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:00 UTC] [0244] 2026-03-23 16:04 C=1.15812 | KL_FRACTURE score=2.245
[2026-04-21 02:05:00 UTC] [0244] 2026-03-23 16:04 C=1.15812 | TOPO_FRACTURE h1=7.55
[2026-04-21 02:05:01 UTC] [0245] 2026-03-23 16:05 C=1.15812 | R_MASTER_RESET
[2026-04-21 02:05:01 UTC] [0245] 2026-03-23 16:05 C=1.15812 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:05:01 UTC] [0245] 2026-03-23 16:05 C=1.15812 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:01 UTC] [0245] 2026-03-23 16:05 C=1.15812 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:01 UTC] [0245] 2026-03-23 16:05 C=1.15812 | KL_FRACTURE score=2.266
[2026-04-21 02:05:01 UTC] [0245] 2026-03-23 16:05 C=1.15812 | TOPO_FRACTURE h1=7.23
[2026-04-21 02:05:01 UTC] [0246] 2026-03-23 16:06 C=1.15846 | R_MASTER_RESET
[2026-04-21 02:05:01 UTC] [0246] 2026-03-23 16:06 C=1.15846 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:05:01 UTC] [0246] 2026-03-23 16:06 C=1.15846 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:01 UTC] [0246] 2026-03-23 16:06 C=1.15846 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:01 UTC] [0246] 2026-03-23 16:06 C=1.15846 | KL_FRACTURE score=1.884
[2026-04-21 02:05:01 UTC] [0246] 2026-03-23 16:06 C=1.15846 | TOPO_FRACTURE h1=7.51
[2026-04-21 02:05:02 UTC] [0247] 2026-03-23 16:07 C=1.15888 | R_MASTER_RESET
[2026-04-21 02:05:02 UTC] [0247] 2026-03-23 16:07 C=1.15888 | FVG BEARISH_FVG eq=1.15868
[2026-04-21 02:05:02 UTC] [0247] 2026-03-23 16:07 C=1.15888 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:02 UTC] [0247] 2026-03-23 16:07 C=1.15888 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:02 UTC] [0247] 2026-03-23 16:07 C=1.15888 | KL_FRACTURE score=2.322
[2026-04-21 02:05:02 UTC] [0247] 2026-03-23 16:07 C=1.15888 | TOPO_FRACTURE h1=7.79
[2026-04-21 02:05:02 UTC] [0248] 2026-03-23 16:08 C=1.15868 | R_MASTER_RESET
[2026-04-21 02:05:02 UTC] [0248] 2026-03-23 16:08 C=1.15868 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:02 UTC] [0248] 2026-03-23 16:08 C=1.15868 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:02 UTC] [0248] 2026-03-23 16:08 C=1.15868 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:02 UTC] [0248] 2026-03-23 16:08 C=1.15868 | KL_FRACTURE score=2.331
[2026-04-21 02:05:02 UTC] [0248] 2026-03-23 16:08 C=1.15868 | TOPO_FRACTURE h1=7.66
[2026-04-21 02:05:03 UTC] [0249] 2026-03-23 16:09 C=1.15847 | R_MASTER_RESET
[2026-04-21 02:05:03 UTC] [0249] 2026-03-23 16:09 C=1.15847 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:03 UTC] [0249] 2026-03-23 16:09 C=1.15847 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:03 UTC] [0249] 2026-03-23 16:09 C=1.15847 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:03 UTC] [0249] 2026-03-23 16:09 C=1.15847 | KL_FRACTURE score=1.469
[2026-04-21 02:05:03 UTC] [0249] 2026-03-23 16:09 C=1.15847 | TOPO_FRACTURE h1=7.69
[2026-04-21 02:05:04 UTC] [0250] 2026-03-23 16:10 C=1.15860 | R_MASTER_RESET
[2026-04-21 02:05:04 UTC] [0250] 2026-03-23 16:10 C=1.15860 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:04 UTC] [0250] 2026-03-23 16:10 C=1.15860 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:04 UTC] [0250] 2026-03-23 16:10 C=1.15860 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:04 UTC] [0250] 2026-03-23 16:10 C=1.15860 | KL_FRACTURE score=1.862
[2026-04-21 02:05:04 UTC] [0250] 2026-03-23 16:10 C=1.15860 | TOPO_FRACTURE h1=7.67
[2026-04-21 02:05:04 UTC] [0251] 2026-03-23 16:11 C=1.15835 | R_MASTER_RESET
[2026-04-21 02:05:04 UTC] [0251] 2026-03-23 16:11 C=1.15835 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:04 UTC] [0251] 2026-03-23 16:11 C=1.15835 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:04 UTC] [0251] 2026-03-23 16:11 C=1.15835 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:04 UTC] [0251] 2026-03-23 16:11 C=1.15835 | KL_FRACTURE score=1.888
[2026-04-21 02:05:04 UTC] [0251] 2026-03-23 16:11 C=1.15835 | TOPO_FRACTURE h1=7.61
[2026-04-21 02:05:05 UTC] [0252] 2026-03-23 16:12 C=1.15861 | R_MASTER_RESET
[2026-04-21 02:05:05 UTC] [0252] 2026-03-23 16:12 C=1.15861 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:05 UTC] [0252] 2026-03-23 16:12 C=1.15861 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:05 UTC] [0252] 2026-03-23 16:12 C=1.15861 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:05 UTC] [0252] 2026-03-23 16:12 C=1.15861 | KL_FRACTURE score=1.881
[2026-04-21 02:05:05 UTC] [0252] 2026-03-23 16:12 C=1.15861 | TOPO_FRACTURE h1=7.06
[2026-04-21 02:05:05 UTC] [0253] 2026-03-23 16:13 C=1.15832 | R_MASTER_RESET
[2026-04-21 02:05:05 UTC] [0253] 2026-03-23 16:13 C=1.15832 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:05 UTC] [0253] 2026-03-23 16:13 C=1.15832 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:05 UTC] [0253] 2026-03-23 16:13 C=1.15832 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:05 UTC] [0253] 2026-03-23 16:13 C=1.15832 | KL_FRACTURE score=3.251
[2026-04-21 02:05:05 UTC] [0253] 2026-03-23 16:13 C=1.15832 | TOPO_FRACTURE h1=6.98
[2026-04-21 02:05:06 UTC] [0254] 2026-03-23 16:14 C=1.15856 | R_MASTER_RESET
[2026-04-21 02:05:06 UTC] [0254] 2026-03-23 16:14 C=1.15856 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:06 UTC] [0254] 2026-03-23 16:14 C=1.15856 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:06 UTC] [0254] 2026-03-23 16:14 C=1.15856 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:06 UTC] [0254] 2026-03-23 16:14 C=1.15856 | KL_FRACTURE score=2.356
[2026-04-21 02:05:06 UTC] [0254] 2026-03-23 16:14 C=1.15856 | TOPO_FRACTURE h1=7.14
[2026-04-21 02:05:07 UTC] [0255] 2026-03-23 16:15 C=1.15806 | R_MASTER_RESET
[2026-04-21 02:05:07 UTC] [0255] 2026-03-23 16:15 C=1.15806 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:07 UTC] [0255] 2026-03-23 16:15 C=1.15806 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:07 UTC] [0255] 2026-03-23 16:15 C=1.15806 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:07 UTC] [0255] 2026-03-23 16:15 C=1.15806 | KL_FRACTURE score=2.446
[2026-04-21 02:05:07 UTC] [0255] 2026-03-23 16:15 C=1.15806 | TOPO_FRACTURE h1=7.36
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | R_MASTER_RESET
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | JUDAS_SWING score=70 wick=12.24969
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | KL_FRACTURE score=2.472
[2026-04-21 02:05:07 UTC] [0256] 2026-03-23 16:16 C=1.15812 | TOPO_FRACTURE h1=7.38
[2026-04-21 02:05:08 UTC] [0257] 2026-03-23 16:17 C=1.15776 | R_MASTER_RESET
[2026-04-21 02:05:08 UTC] [0257] 2026-03-23 16:17 C=1.15776 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:08 UTC] [0257] 2026-03-23 16:17 C=1.15776 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:08 UTC] [0257] 2026-03-23 16:17 C=1.15776 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:08 UTC] [0257] 2026-03-23 16:17 C=1.15776 | KL_FRACTURE score=2.034
[2026-04-21 02:05:08 UTC] [0257] 2026-03-23 16:17 C=1.15776 | TOPO_FRACTURE h1=7.49
[2026-04-21 02:05:08 UTC] [0258] 2026-03-23 16:18 C=1.15787 | R_MASTER_RESET
[2026-04-21 02:05:08 UTC] [0258] 2026-03-23 16:18 C=1.15787 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:08 UTC] [0258] 2026-03-23 16:18 C=1.15787 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:08 UTC] [0258] 2026-03-23 16:18 C=1.15787 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:08 UTC] [0258] 2026-03-23 16:18 C=1.15787 | KL_FRACTURE score=2.053
[2026-04-21 02:05:08 UTC] [0258] 2026-03-23 16:18 C=1.15787 | TOPO_FRACTURE h1=7.46
[2026-04-21 02:05:09 UTC] [0259] 2026-03-23 16:19 C=1.15789 | R_MASTER_RESET
[2026-04-21 02:05:09 UTC] [0259] 2026-03-23 16:19 C=1.15789 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:09 UTC] [0259] 2026-03-23 16:19 C=1.15789 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:09 UTC] [0259] 2026-03-23 16:19 C=1.15789 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:09 UTC] [0259] 2026-03-23 16:19 C=1.15789 | KL_FRACTURE score=2.096
[2026-04-21 02:05:09 UTC] [0259] 2026-03-23 16:19 C=1.15789 | TOPO_FRACTURE h1=7.41
[2026-04-21 02:05:10 UTC] [0260] 2026-03-23 16:20 C=1.15772 | R_MASTER_RESET
